WKT,EH,TT,ÜT,Touristen,Gesamt
"MULTIPOLYGON (((8.70518155277985 50.5684677957673,8.70619066317726 50.5686914907483,8.70693982517288 50.5682874377577,8.70667986991377 50.56765969283,8.70567077020994 50.5674360013641,8.70492161507174 50.5678400513108,8.70518155277985 50.5684677957673)))","2093","393","393","786","2879"
"MULTIPOLYGON (((8.63477173457647 50.5687984478132,8.63578024456982 50.5690227087021,8.63652953484047 50.5686191858861,8.63627030821392 50.5679914052163,8.63526180887786 50.5677671478501,8.63451252551116 50.5681706676311,8.63477173457647 50.5687984478132)))","2137","337","0","337","2474"
"MULTIPOLYGON (((8.68812197266175 50.6290829991074,8.68913181247081 50.6293068064003,8.68988165519244 50.6289033416969,8.68962165122451 50.6282760727462,8.68861182211875 50.6280522689666,8.68786198627774 50.6284557306245,8.68812197266175 50.6290829991074)))","31260","2960","2460","5420","36680"
"MULTIPOLYGON (((8.63612463111663 50.5765106351363,8.63713326403571 50.576734882048,8.63788263460018 50.5763314076451,8.63762336534113 50.5757036893663,8.63661474308241 50.5754794459768,8.63586537942252 50.575882917344,8.63612463111663 50.5765106351363)))","8933","1133","233","1366","10299"
"MULTIPOLYGON (((8.71658093418765 50.6114595177165,8.7175907634072 50.6116831033006,8.71834036604091 50.6112792914247,8.71808013259689 50.6106518970126,8.71707031408997 50.6104283149397,8.71632071831458 50.6108321237677,8.71658093418765 50.6114595177165)))","396220","143620","117620","261240","657460"
"MULTIPOLYGON (((8.62998852105592 50.5683048071794,8.63099698273364 50.5685291066953,8.63174627611768 50.5681256159908,8.63148710091713 50.5674978288047,8.63047864989405 50.567273532812,8.62972936341702 50.5676770204822,8.62998852105592 50.5683048071794)))","813","513","113","626","1439"
"MULTIPOLYGON (((8.64209084792837 50.5709958606448,8.64309945263895 50.5712200618398,8.64384875358469 50.5708165008392,8.64358944292045 50.5701887416798,8.64258084887161 50.5699645440066,8.64183155482543 50.5703681019711,8.64209084792837 50.5709958606448)))","612470","285470","193670","479140","1091610"
"MULTIPOLYGON (((8.67747471839441 50.6233045482464,8.67848438311325 50.6235284435944,8.67923418271235 50.6231250147554,8.67897431070625 50.6224976936123,8.67796465668346 50.6222738017792,8.67721486397087 50.6226772275744,8.67747471839441 50.6233045482464)))","208173","146973","77973","224946","433119"
"MULTIPOLYGON (((8.7264508083665 50.6153535792126,8.72746077853267 50.6155770837303,8.72821040525969 50.6151732275094,8.7279500549681 50.6145458698201,8.72694009552087 50.6143223688123,8.72619047564642 50.6147262219838,8.7264508083665 50.6153535792126)))","3729","129","129","258","3987"
"MULTIPOLYGON (((8.6584364332854 50.6105342513567,8.65944574963535 50.6107583050821,8.66019544586604 50.6103549218772,8.65993581885028 50.6097274879878,8.6589265131826 50.6095034377801,8.65817682384852 50.6099068179444,8.6584364332854 50.6105342513567)))","239870","89770","66470","156240","396110"
"MULTIPOLYGON (((8.73487621486506 50.5693450371253,8.73588559246817 50.5695684928206,8.73663471068525 50.5691642240581,8.73637444446135 50.5685365026481,8.7353650775674 50.5683130504646,8.73461596618832 50.5687173161794,8.73487621486506 50.5693450371253)))","1897","297","197","494","2391"
"MULTIPOLYGON (((8.67669517021516 50.6214225707186,8.6777048010145 50.6216464731156,8.67845458178622 50.6212430358139,8.67819472487206 50.6206156991588,8.67718510476776 50.6203918002769,8.67643533088271 50.6207952345351,8.67669517021516 50.6214225707186)))","43148","13548","11448","24996","68144"
"MULTIPOLYGON (((8.62569568108309 50.5667797311698,8.6267040837821 50.5670040657841,8.62745336835558 50.5666005956858,8.62719424332056 50.565972794007,8.62618585127351 50.5657484629165,8.62543657360961 50.5661519299811,8.62569568108309 50.5667797311698)))","4899","1399","1299","2698","7597"
"MULTIPOLYGON (((8.68705197185622 50.6242885325271,8.68806173311468 50.6245123504186,8.6888115262423 50.6241088572876,8.68855155123113 50.6234815493101,8.687541800674 50.6232577349324,8.68679201442678 50.6236612250184,8.68705197185622 50.6242885325271)))","300238","195538","103138","298676","598914"
"MULTIPOLYGON (((8.69439801987955 50.6088245214876,8.69540762062523 50.6090482866719,8.69615723462771 50.6086446209714,8.69589724101209 50.6080171931317,8.69488765096672 50.6077934314613,8.69413804383678 50.6081970941167,8.69439801987955 50.6088245214876)))","10285","285","0","285","10570"
"MULTIPOLYGON (((8.64540472293757 50.5745829474504,8.64641340793136 50.5748071205679,8.64716274149058 50.5744035619612,8.64690338315807 50.5737758332737,8.64589470882883 50.5735516636774,8.64514538216769 50.5739552192475,8.64540472293757 50.5745829474504)))","237681","103681","63181","166862","404543"
"MULTIPOLYGON (((8.6573619713227 50.5458794150881,8.65837034521277 50.5461035036595,8.65911935017234 50.5456996375636,8.65885997435737 50.5450716859329,8.65785161112926 50.5448476008831,8.65710261305425 50.5452514639425,8.6573619713227 50.5458794150881)))","17670","11670","6470","18140","35810"
"MULTIPOLYGON (((8.66779397921146 50.5556105459751,8.66880258308258 50.555834546798,8.66955167380575 50.5554306763624,8.66929215377831 50.5548028081422,8.66828356057752 50.5545788108392,8.66753447673393 50.5549826782364,8.66779397921146 50.5556105459751)))","566727","247527","223327","470854","1037581"
"MULTIPOLYGON (((8.74053930808658 50.5785794250264,8.74154886751613 50.578802831348,8.74229807449665 50.5783985902762,8.7420377152117 50.5777709459317,8.74102816649705 50.5775475431206,8.7402789663526 50.5779517811435,8.74053930808658 50.5785794250264)))","3137","137","137","274","3411"
"MULTIPOLYGON (((8.69019034624555 50.6141594760155,8.69119998798242 50.6143832728493,8.69194966675221 50.613979679217,8.69168969690891 50.6133522917958,8.69068006587183 50.613128498476,8.68993039397838 50.6135320890635,8.69019034624555 50.6141594760155)))","761","461","161","622","1383"
"MULTIPOLYGON (((8.70654272184427 50.5761806501279,8.70755195524841 50.5764043310121,8.70830119746315 50.5760003263776,8.70804119941576 50.5753726439035,8.70703197670821 50.5751489665338,8.70628274135155 50.5755529681237,8.70654272184427 50.5761806501279)))","768677","275677","255977","531654","1300331"
"MULTIPOLYGON (((8.62520549771972 50.5678109799388,8.62621391107079 50.5680353180769,8.62696320755698 50.5676318594827,8.6267040837821 50.5670040657841,8.62569568108309 50.5667797311698,8.62494639150697 50.5671831867303,8.62520549771972 50.5678109799388)))","4484","684","484","1168","5652"
"MULTIPOLYGON (((8.65027543295098 50.5819359036955,8.65128426598761 50.5821600346922,8.65203366979311 50.5817564954094,8.65177423366579 50.5811288281676,8.65076541129851 50.5809047006912,8.65001601438933 50.5813082369362,8.65027543295098 50.5819359036955)))","427138","195138","146638","341776","768914"
"MULTIPOLYGON (((8.6297349320763 50.5477203944169,8.63074309476118 50.5479447042083,8.63149216806122 50.5475410591688,8.63123307177343 50.546913107371,8.6302249197368 50.5466888011041,8.62947585333985 50.5470924431106,8.6297349320763 50.5477203944169)))","1300","400","200","600","1900"
"MULTIPOLYGON (((8.67954507876778 50.6083804087306,8.6805545454982 50.6086042935828,8.68130418117524 50.6082007358075,8.68104434323976 50.6075732962232,8.68003488720188 50.6073494148865,8.67928525840709 50.6077529696186,8.67954507876778 50.6083804087306)))","7347","1147","547","1694","9041"
"MULTIPOLYGON (((8.69331016594861 50.6216877161047,8.69431994334871 50.6219114847209,8.69506969739066 50.621507924926,8.69480966715687 50.6208805995607,8.69379990046051 50.6206568344578,8.69305015329432 50.621060391207,8.69331016594861 50.6216877161047)))","930","530","330","860","1790"
"MULTIPOLYGON (((8.7119108133784 50.5825005102877,8.71292018408109 50.5827241453964,8.71366948444344 50.582320148533,8.71340940724746 50.5816925196065,8.71240004724608 50.5814688880113,8.71165075373949 50.5818728818291,8.7119108133784 50.5825005102877)))","123819","40219","36819","77038","200857"
"MULTIPOLYGON (((8.62721604877141 50.5882104682861,8.6282247738311 50.5884347820506,8.62897428552601 50.588031463289,8.62871506524858 50.5874038337983,8.62770635084818 50.5871795235562,8.62695684606605 50.5875828392826,8.62721604877141 50.5882104682861)))","276174","3674","2274","5948","282122"
"MULTIPOLYGON (((8.67513620966915 50.6176584760656,8.67614577263516 50.6178823925571,8.67689551575401 50.6174789383298,8.67663568902002 50.6168515706541,8.67562613674712 50.616627657678,8.67487640051521 50.6170311088622,8.67513620966915 50.6176584760656)))","33339","7139","5739","12878","46217"
"MULTIPOLYGON (((8.69314620553054 50.5903109919346,8.6941555280073 50.5905347748035,8.6949049456116 50.5901309778405,8.69464503386957 50.5895034010525,8.69363572208685 50.5892796216987,8.69288631135225 50.5896834156179,8.69314620553054 50.5903109919346)))","52564","6764","4264","11028","63592"
"MULTIPOLYGON (((8.65304143191948 50.56202669046,8.65405000147409 50.5622508072691,8.65479918700002 50.5618470960975,8.65453979608086 50.5612192711538,8.65353123719095 50.5609951578659,8.6527820585556 50.5613988660006,8.65304143191948 50.56202669046)))","26317","11917","8817","20734","47051"
"MULTIPOLYGON (((8.66185591267233 50.5434561234886,8.66286429027236 50.5436801769167,8.66361326135145 50.5432762587542,8.66335384794954 50.5426482902005,8.66234548101309 50.5424242402937,8.66159651681511 50.5428281554194,8.66185591267233 50.5434561234886)))","82512","8312","6312","14624","97136"
"MULTIPOLYGON (((8.68848778841111 50.561344630982,8.68949665275635 50.5615684631189,8.69024576818438 50.5611644811335,8.6899860124003 50.5605366700528,8.68897715873784 50.5603128414332,8.68822805017682 50.5607168203772,8.68848778841111 50.561344630982)))","722547","285447","269047","554494","1277041"
"MULTIPOLYGON (((8.65036201309414 50.5887951442257,8.65137094590668 50.5890192717423,8.65212042312301 50.5886157839043,8.65186096062931 50.5879881715879,8.65085203848819 50.5877640475911,8.65010256816949 50.5881675323909,8.65036201309414 50.5887951442257)))","476060","179060","130460","309520","785580"
"MULTIPOLYGON (((8.68078735637556 50.5493715784058,8.6817959819192 50.5495954772918,8.68254498280422 50.5491914621435,8.68228535127592 50.5485635511489,8.68127673640744 50.5483396557817,8.68052774239221 50.5487436678904,8.68078735637556 50.5493715784058)))","322","122","0","122","444"
"MULTIPOLYGON (((8.68647193230346 50.6184628993141,8.68748160432349 50.6186867242845,8.68823133592137 50.618283191221,8.6879713886197 50.6176558362318,8.68696172729889 50.6174320147756,8.68621200258064 50.6178355447944,8.68647193230346 50.6184628993141)))","20901","5201","3901","9102","30003"
"MULTIPOLYGON (((8.64822901287312 50.5792010571385,8.64923778882281 50.5794252056907,8.64998716691384 50.5790216609795,8.64972776215814 50.5783939707535,8.64871899687585 50.5781698257219,8.64796962568196 50.5785733673957,8.64822901287312 50.5792010571385)))","407205","205805","136305","342110","749315"
"MULTIPOLYGON (((8.73301535379949 50.5803342801536,8.7340248741269 50.5805577463152,8.73477411344149 50.5801535749181,8.73451382558741 50.5795259404076,8.73350431597154 50.5793024777572,8.73275508349835 50.5797066461062,8.73301535379949 50.5803342801536)))","1046","346","146","492","1538"
"MULTIPOLYGON (((8.6625209403088 50.5561499832567,8.66352950663103 50.5563740262453,8.66427861245969 50.5559701994217,8.66401914508306 50.5553423326474,8.66301058942859 50.5551182931792,8.66226149048311 50.555522116965,8.6625209403088 50.5561499832567)))","384954","114854","111854","226708","611662"
"MULTIPOLYGON (((8.65716074963272 50.5498267597036,8.65816917869425 50.5500508483103,8.65891822627451 50.5496470136745,8.6586588379079 50.5490190934687,8.65765041950946 50.5487950083834,8.65690137881466 50.5491988399825,8.65716074963272 50.5498267597036)))","89841","28241","24641","52882","142723"
"MULTIPOLYGON (((8.71443739308106 50.6018678321813,8.71544706525583 50.6020914389878,8.71619656880109 50.6016875702948,8.71593639331386 50.6010600978425,8.7149267318477 50.6008364945481,8.7141772351603 50.601240360194,8.71443739308106 50.6018678321813)))","469464","189164","150764","339928","809392"
"MULTIPOLYGON (((8.70802441841443 50.5554139697146,8.70903336485655 50.5556376471345,8.70978238195677 50.5552334737705,8.70952244576199 50.5546056260302,8.70851351001088 50.5543819521259,8.70776449976367 50.5547861224464,8.70802441841443 50.5554139697146)))","962","162","0","162","1124"
"MULTIPOLYGON (((8.62872092494949 50.5674527104406,8.62972936341702 50.5676770204822,8.63047864989405 50.567273532812,8.63021949099602 50.5666457381344,8.62921106318223 50.5664214316162,8.62846178361288 50.5668249162523,8.62872092494949 50.5674527104406)))","5215","1415","1415","2830","8045"
"MULTIPOLYGON (((8.70943721181607 50.6229814941817,8.71044714638302 50.6232051324779,8.71119688550767 50.6228014616836,8.7109366832001 50.6221741556408,8.70992675934562 50.621950520856,8.70917702708631 50.6223541886026,8.70943721181607 50.6229814941817)))","12028","2328","2028","4356","16384"
"MULTIPOLYGON (((8.71778075094442 50.570119757138,8.71878999323534 50.5703433500846,8.71953915040896 50.5699392152508,8.71927905844236 50.569311490516,8.71826982685202 50.569087901083,8.71752067652785 50.5694920328713,8.71778075094442 50.570119757138)))","597","297","197","494","1091"
"MULTIPOLYGON (((8.6334191463183 50.5610854774529,8.63442753341464 50.5613097523059,8.63517674340773 50.5609061810791,8.6349175594013 50.5602783380335,8.63390918295919 50.5600540667037,8.63315997986941 50.5604576348963,8.6334191463183 50.5610854774529)))","1181","281","0","281","1462"
"MULTIPOLYGON (((8.65474433374028 50.5971777253105,8.65575342532815 50.5974018141856,8.65650298473398 50.5969983571732,8.65624344565563 50.5963708143251,8.65523436474403 50.5961467289689,8.65448481223462 50.596550182942,8.65474433374028 50.5971777253105)))","16820","1120","720","1840","18660"
"MULTIPOLYGON (((8.66743240723008 50.6056931500778,8.66844173099335 50.6059171334511,8.66919135932624 50.6055136460343,8.66893165700634 50.6048861782858,8.66792234392854 50.6046621984294,8.66717272248533 50.6050656828048,8.66743240723008 50.6056931500778)))","12177","477","477","954","13131"
"MULTIPOLYGON (((8.71142156634439 50.5835321130804,8.71243094774848 50.5837557517026,8.7131802600449 50.5833517663378,8.71292018408109 50.5827241453964,8.7119108133784 50.5825005102877,8.71116150793823 50.582904492607,8.71142156634439 50.5835321130804)))","539648","196048","170248","366296","905944"
"MULTIPOLYGON (((8.6402473802407 50.5643144584091,8.6412558726967 50.5645386771062,8.64200510528186 50.564135079202,8.64174583851166 50.5635072656363,8.64073735671439 50.5632830504615,8.63998813102871 50.5636866453303,8.6402473802407 50.5643144584091)))","82923","4323","3723","8046","90969"
"MULTIPOLYGON (((8.68248373167637 50.6021941532712,8.6834931342525 50.6024180170303,8.68424269831344 50.6020143902307,8.68398285291926 50.6013869027152,8.6829734610353 50.6011630424717,8.68222390385343 50.6015666662282,8.68248373167637 50.6021941532712)))","71706","3706","3406","7112","78818"
"MULTIPOLYGON (((8.6231607466724 50.5650754205048,8.62416910294903 50.5652997761651,8.62491837370273 50.564896312134,8.62465928126907 50.5642684954758,8.62365093564261 50.5640441433397,8.62290167179979 50.5644476043375,8.6231607466724 50.5650754205048)))","471330","274930","164130","439060","910390"
"MULTIPOLYGON (((8.66136633117265 50.5444879872088,8.6623747194363 50.5447120441581,8.66312370242689 50.5443081374936,8.66286429027236 50.5436801769167,8.66185591267233 50.5434561234886,8.66110693656337 50.5438600271163,8.66136633117265 50.5444879872088)))","6330","730","230","960","7290"
"MULTIPOLYGON (((8.63002219375376 50.5506357673149,8.6310304009338 50.550860073636,8.63177950495156 50.550456448566,8.63152039488593 50.5498285202083,8.63051219835519 50.5496042174114,8.62976310124092 50.5500078394481,8.63002219375376 50.5506357673149)))","6159","659","359","1018","7177"
"MULTIPOLYGON (((8.70674128461137 50.5722341540472,8.7077504627493 50.5724578349456,8.70849966231627 50.5720537988618,8.70823967688829 50.5714260849239,8.70723050944587 50.5712024075401,8.70648131673607 50.5716064405797,8.70674128461137 50.5722341540472)))","3242","142","142","284","3526"
"MULTIPOLYGON (((8.65053522450468 50.6025116790368,8.65154435692832 50.6027357995718,8.65229398100948 50.6023324146335,8.6520344657669 50.6017049121993,8.65102534401899 50.6014807951832,8.65027572683806 50.6018841770825,8.65053522450468 50.6025116790368)))","2610","110","110","220","2830"
"MULTIPOLYGON (((8.6525824430263 50.6052457463679,8.65359163257398 50.6054698493269,8.65434128238414 50.6050664698163,8.65408173574737 50.6044389903861,8.65307255687732 50.6042148909456,8.65232291396657 50.6046182674168,8.6525824430263 50.6052457463679)))","948105","285405","236505","521910","1470015"
"MULTIPOLYGON (((8.71113064955328 50.5806176094102,8.71213998637463 50.5808412515677,8.71288926794788 50.5804372462513,8.71262920584407 50.579809601823,8.71161987972309 50.5795859631791,8.71087060500568 50.5799899654501,8.71113064955328 50.5806176094102)))","405501","158801","135801","294602","700103"
"MULTIPOLYGON (((8.63439920643086 50.5590226364729,8.63540757221881 50.5592469042794,8.63615675838825 50.5588433100477,8.63589757186761 50.5582154510438,8.6348892167338 50.5579911867607,8.63414003746664 50.5583947779581,8.63439920643086 50.5590226364729)))","3973","273","0","273","4246"
"MULTIPOLYGON (((8.63324941158883 50.5473616953431,8.63425759936679 50.5475859770479,8.6350066626558 50.5471823029395,8.63474753126626 50.54655435016,8.63373935413827 50.5463300719794,8.63299029774996 50.5467337430543,8.63324941158883 50.5473616953431)))","2467","267","267","534","3001"
"MULTIPOLYGON (((8.68667172758327 50.6145189837255,8.68768134429174 50.6147428087186,8.68843103318812 50.6143392441849,8.68817109849746 50.6137118577024,8.68716149248706 50.6134880362237,8.68641181046941 50.6138915977131,8.68667172758327 50.6145189837255)))","14415","115","115","230","14645"
